Time[s],USET[V],ISET[A],UOUT[V],IOUT[A],POUT[W],UIN[V],PROT,CVCC,calls,res,cmt,R,G,B,W,Lux,K,CIEx,CIEy
1037.986,10.90,0.500,10.90,0.279,03.04,24.26, 0, 0,  251,.  ,   ,2016488,2561136,162508,30075776,5506,2260.1,0.585,0.329
1042.095,10.80,0.500,10.81,0.277,02.99,24.26, 0, 0,  252,.  ,   ,1958760,2479936,156080,29328128,5331,2284.0,0.587,0.328
1046.203,10.70,0.500,10.70,0.276,02.95,24.26, 0, 0,  253,.  ,   ,1892320,2390752,149800,28474368,5140,2300.4,0.587,0.328
1050.316,10.60,0.500,10.61,0.274,02.90,24.26, 0, 0,  254,.  ,   ,1835664,2312192,143952,27739776,4971,2324.1,0.588,0.328
1054.432,10.50,0.500,10.50,0.272,02.85,24.26, 0, 0,  255,.  ,   ,1769280,2227936,137552,26899584,4790,2326.3,0.589,0.328
1058.541,10.40,0.500,10.40,0.271,02.81,24.26, 0, 0,  256,.  ,   ,1707464,2143168,131040,26093824,4607,2352.3,0.590,0.328
1062.649,10.30,0.500,10.31,0.270,02.78,24.26, 0, 0,  257,.  ,   ,1654112,2064424,125940,25390080,4438,2399.8,0.592,0.327
1066.756,10.20,0.500,10.20,0.268,02.73,24.26, 0, 0,  258,.  ,   ,1593368,1987752,120408,24605568,4273,2403.4,0.592,0.327
1070.872,10.10,0.500,10.10,0.267,02.69,24.26, 0, 0,  259,.  ,   ,1535232,1910576,114408,23833984,4107,2424.3,0.593,0.327
1074.976,10.00,0.500,10.01,0.265,02.65,24.26, 0, 0,  260,.  ,   ,1484128,1846928,110064,23192832,3970,2424.4,0.593,0.327
1079.084,9.90,0.500,9.90,0.264,02.61,24.26, 0, 0,  261,.  ,   ,1429448,1773408,104976,22453120,3812,2451.4,0.594,0.326
1083.199,9.80,0.500,9.80,0.262,02.56,24.26, 0, 0,  262,.  ,   ,1372912,1701688,100000,21718912,3658,2459.6,0.595,0.326
1087.304,9.70,0.500,9.70,0.261,02.53,24.26, 0, 0,  263,.  ,   ,1326120,1643144,95540,21089664,3532,2462.4,0.596,0.326
1091.417,9.60,0.500,9.60,0.259,02.48,24.27, 0, 0,  264,.  ,   ,1272384,1572712,90964,20371584,3381,2484.4,0.596,0.326
1095.534,9.50,0.500,9.49,0.257,02.43,24.27, 0, 0,  265,.  ,   ,1220192,1503664,86452,19687552,3232,2512.0,0.597,0.326
1099.641,9.40,0.500,9.40,0.257,02.41,24.26, 0, 0,  266,.  ,   ,1176104,1448136,82424,19089408,3113,2519.5,0.598,0.326
1103.746,9.30,0.500,9.30,0.255,02.37,24.26, 0, 0,  267,.  ,   ,1128312,1382808,74878,18422144,2973,2562.6,0.601,0.326
1107.860,9.20,0.500,9.19,0.253,02.32,24.26, 0, 0,  268,.  ,   ,1082112,1321888,70854,17767680,2842,2593.9,0.603,0.326
1111.970,9.10,0.500,9.11,0.252,02.29,24.27, 0, 0,  269,.  ,   ,1033080,1271744,67580,17221632,2734,2520.0,0.601,0.327
1116.082,9.00,0.500,9.00,0.250,02.25,24.27, 0, 0,  270,.  ,   ,989968,1214976,63570,16598272,2612,2548.2,0.603,0.327
1120.191,8.90,0.500,8.89,0.249,02.21,24.27, 0, 0,  271,.  ,   ,947764,1158584,60048,15969344,2490,2586.0,0.604,0.327
1124.304,8.80,0.500,8.80,0.247,02.17,24.26, 0, 0,  272,.  ,   ,911944,1111960,56766,15448064,2390,2610.6,0.605,0.326
1128.409,8.70,0.500,8.70,0.245,02.13,24.27, 0, 0,  273,.  ,   ,872720,1062208,53632,14869056,2283,2628.3,0.606,0.326
1132.521,8.60,0.500,8.59,0.243,02.08,24.27, 0, 0,  274,.  ,   ,832640,1004680,50376,14300352,2160,2717.5,0.608,0.325
1136.627,8.50,0.500,8.50,0.242,02.05,24.27, 0, 0,  275,.  ,   ,799544,963028,48140,13814080,2070,2736.4,0.609,0.324
1140.738,8.40,0.500,8.40,0.241,02.02,24.27, 0, 0,  276,.  ,   ,762380,915204,45278,13270272,1967,2772.1,0.610,0.324
1144.853,8.30,0.500,8.31,0.239,01.98,24.27, 0, 0,  277,.  ,   ,732824,878972,42906,12825280,1889,2780.9,0.611,0.324
1148.957,8.20,0.500,8.20,0.238,01.95,24.27, 0, 0,  278,.  ,   ,697212,834644,40430,12304128,1794,2801.9,0.612,0.324
1153.071,8.10,0.500,8.10,0.236,01.91,24.27, 0, 0,  279,.  ,   ,663032,791848,37784,11802624,1702,2827.7,0.613,0.324
1157.177,8.00,0.500,8.00,0.234,01.87,24.27, 0, 0,  280,.  ,   ,633516,756928,36004,11376512,1627,2822.6,0.613,0.324
1161.291,7.90,0.500,7.90,0.232,01.83,24.27, 0, 0,  281,.  ,   ,602252,717260,33716,10892992,1542,2858.6,0.614,0.323
1165.406,7.80,0.500,7.80,0.231,01.80,24.27, 0, 0,  282,.  ,   ,571580,678980,31696,10433280,1459,2888.0,0.615,0.323
1169.516,7.70,0.500,7.70,0.229,01.76,24.27, 0, 0,  283,.  ,   ,544744,646424,30182,10030656,1389,2900.2,0.615,0.323
1173.628,7.60,0.500,7.60,0.228,01.73,24.27, 0, 0,  284,.  ,   ,516204,610304,28118,9583616,1312,2943.1,0.616,0.322
1177.733,7.50,0.500,7.50,0.225,01.68,24.27, 0, 0,  285,.  ,   ,488264,576196,26582,9157568,1238,2965.6,0.617,0.322
1181.847,7.40,0.500,7.40,0.224,01.65,24.27, 0, 0,  286,.  ,   ,465000,546828,24908,8787776,1175,3007.5,0.618,0.322
1185.952,7.30,0.500,7.30,0.222,01.62,24.27, 0, 0,  287,.  ,   ,439416,515276,23364,8385696,1107,3042.6,0.619,0.321
1190.062,7.20,0.500,7.19,0.220,01.58,24.27, 0, 0,  288,.  ,   ,414896,485140,21820,7987456,1043,3078.0,0.620,0.321
1194.174,7.10,0.500,7.10,0.219,01.55,24.27, 0, 0,  289,.  ,   ,394800,461668,20760,7663680,992,3077.3,0.620,0.321
1198.290,7.00,0.500,6.99,0.217,01.51,24.27, 0, 0,  290,.  ,   ,371280,432380,19402,7281120,929,3130.2,0.621,0.320
1202.393,6.90,0.500,6.89,0.215,01.48,24.27, 0, 0,  291,.  ,   ,345160,401258,17888,6926624,862,3152.7,0.622,0.320
1206.510,6.80,0.500,6.80,0.214,01.45,24.27, 0, 0,  292,.  ,   ,327374,380402,17038,6620512,817,3159.3,0.622,0.320
1210.614,6.70,0.500,6.69,0.212,01.41,24.27, 0, 0,  293,.  ,   ,308498,357420,15932,6288192,768,3197.9,0.622,0.319
1214.733,6.60,0.500,6.61,0.210,01.38,24.27, 0, 0,  294,.  ,   ,291428,336952,15056,6005216,724,3225.8,0.623,0.319
1218.836,6.50,0.500,6.51,0.208,01.35,24.27, 0, 0,  295,.  ,   ,276076,318842,14202,5732800,685,3240.9,0.623,0.318
1222.946,6.40,0.500,6.41,0.206,01.32,24.27, 0, 0,  296,.  ,   ,257448,296128,13296,5414848,636,3297.7,0.624,0.317
1227.059,6.30,0.500,6.31,0.205,01.29,24.28, 0, 0,  297,.  ,   ,243820,280382,12254,5165024,602,3298.6,0.625,0.318
1231.169,6.20,0.500,6.21,0.203,01.26,24.28, 0, 0,  298,.  ,   ,227292,261164,11462,4875104,561,3310.3,0.625,0.318
1235.279,6.10,0.500,6.11,0.201,01.22,24.27, 0, 0,  299,.  ,   ,211918,242148,10544,4590976,520,3388.8,0.627,0.317
1239.389,6.00,0.500,6.01,0.199,01.19,24.27, 0, 0,  300,.  ,   ,198722,226894,9816,4355328,487,3399.4,0.627,0.317
1243.501,5.90,0.500,5.91,0.198,01.17,24.28, 0, 0,  301,.  ,   ,185152,211288,9006,4097536,454,3405.6,0.628,0.317
1247.613,5.80,0.500,5.81,0.195,01.13,24.28, 0, 0,  302,.  ,   ,171958,195364,8136,3860560,420,3468.2,0.629,0.316
1251.725,5.70,0.500,5.71,0.194,01.10,24.28, 0, 0,  303,.  ,   ,161048,182776,7744,3652656,392,3485.8,0.629,0.316
1255.837,5.60,0.500,5.61,0.192,01.07,24.28, 0, 0,  304,.  ,   ,148848,169012,7116,3424432,363,3477.8,0.629,0.316
1259.948,5.50,0.500,5.50,0.190,01.04,24.28, 0, 0,  305,.  ,   ,137274,155112,6398,3199088,333,3549.0,0.631,0.316
1264.057,5.40,0.500,5.41,0.188,01.01,24.28, 0, 0,  306,.  ,   ,128228,144374,6010,3019712,310,3605.1,0.632,0.315
1268.166,5.30,0.500,5.31,0.186,00.98,24.28, 0, 0,  307,.  ,   ,118220,133252,5578,2822864,286,3588.7,0.631,0.315
1272.271,5.20,0.500,5.20,0.184,00.95,24.28, 0, 0,  308,.  ,   ,108700,121850,5200,2626128,261,3677.4,0.632,0.313
1276.385,5.10,0.500,5.11,0.182,00.93,24.28, 0, 0,  309,.  ,   ,101034,112990,4828,2469440,242,3715.3,0.632,0.313
1280.498,5.00,0.500,5.01,0.180,00.90,24.28, 0, 0,  310,.  ,   ,92948,103646,4586,2294256,222,3767.4,0.632,0.312
1284.602,4.90,0.500,4.90,0.178,00.87,24.28, 0, 0,  311,.  ,   ,85768,95662,4224,2135024,205,3763.2,0.632,0.312
1288.713,4.80,0.500,4.81,0.176,00.84,24.28, 0, 0,  312,.  ,   ,79042,88140,3942,2001352,189,3768.8,0.631,0.311
1292.826,4.70,0.500,4.71,0.174,00.81,24.28, 0, 0,  313,.  ,   ,72284,80294,3636,1849768,172,3834.7,0.632,0.310
1296.940,4.60,0.500,4.60,0.172,00.79,24.28, 0, 0,  314,.  ,   ,65942,73652,3452,1706192,158,3749.2,0.629,0.311
1301.047,4.50,0.500,4.51,0.170,00.76,24.28, 0, 0,  315,.  ,   ,60828,67952,3332,1585216,146,3785.9,0.628,0.309
1305.158,4.40,0.500,4.40,0.168,00.73,24.28, 0, 0,  316,.  ,   ,55126,61396,3108,1453264,132,3809.1,0.627,0.309
1309.265,4.30,0.500,4.30,0.165,00.70,24.28, 0, 0,  317,.  ,   ,50104,55854,2960,1332704,120,3801.9,0.625,0.308
1313.378,4.20,0.500,4.21,0.163,00.68,24.28, 0, 0,  318,.  ,   ,45986,51132,2814,1234520,109,3852.5,0.624,0.307
1317.485,4.10,0.500,4.10,0.161,00.66,24.28, 0, 0,  319,.  ,   ,41668,46766,2690,1127960,100,3704.4,0.620,0.308
1321.596,4.00,0.500,4.01,0.159,00.63,24.28, 0, 0,  320,.  ,   ,38408,43076,2578,1042156,92,3690.6,0.618,0.307
1325.713,3.90,0.500,3.91,0.157,00.61,24.28, 0, 0,  321,.  ,   ,35052,39376,2612,947640,84,3718.3,0.613,0.304
1329.824,3.80,0.500,3.80,0.154,00.58,24.28, 0, 0,  322,.  ,   ,31680,36008,2496,860304,77,3536.4,0.607,0.305
1333.930,3.70,0.500,3.71,0.152,00.56,24.28, 0, 0,  323,.  ,   ,28906,32904,2322,786244,70,3516.4,0.606,0.305
1338.045,3.60,0.500,3.61,0.150,00.54,24.28, 0, 0,  324,.  ,   ,26080,29774,2278,706784,64,3486.9,0.601,0.304
1342.152,3.50,0.500,3.50,0.147,00.51,24.28, 0, 0,  325,.  ,   ,23734,27354,2186,634788,58,3349.3,0.596,0.304
1346.264,3.40,0.500,3.41,0.145,00.49,24.28, 0, 0,  326,.  ,   ,21816,25284,2072,577872,54,3271.0,0.593,0.304
1350.371,3.30,0.500,3.30,0.143,00.47,24.28, 0, 0,  327,.  ,   ,20030,23458,2026,517948,50,3130.3,0.588,0.304
1354.485,3.20,0.500,3.20,0.141,00.45,24.28, 0, 0,  328,.  ,   ,18290,21750,1988,462478,46,2933.7,0.580,0.305
1358.594,3.10,0.500,3.11,0.139,00.43,24.28, 0, 0,  329,.  ,   ,17044,20522,1948,418394,44,2784.0,0.575,0.306
1362.699,3.00,0.500,3.01,0.135,00.40,24.28, 0, 0,  330,.  ,   ,15560,18932,1806,370292,40,2664.2,0.572,0.308
1366.810,2.90,0.500,2.90,0.133,00.38,24.28, 0, 0,  331,.  ,   ,14398,17784,1788,328388,38,2508.3,0.564,0.308
1370.922,2.80,0.500,2.81,0.131,00.36,24.28, 0, 0,  332,.  ,   ,13548,16936,1764,295092,36,2394.3,0.559,0.309
1375.031,2.70,0.500,2.70,0.128,00.34,24.28, 0, 0,  333,.  ,   ,12680,16140,1674,261004,34,2240.5,0.555,0.312
1379.141,2.60,0.500,2.60,0.125,00.32,24.28, 0, 0,  334,.  ,   ,11946,15448,1664,230200,33,2124.0,0.548,0.313
1383.253,2.50,0.500,2.51,0.123,00.30,24.28, 0, 0,  335,.  ,   ,11360,14962,1592,207594,32,2010.9,0.544,0.317
1387.368,2.40,0.500,2.40,0.120,00.28,24.28, 0, 0,  336,.  ,   ,10798,14382,1532,181586,30,1952.1,0.541,0.319
1391.480,2.30,0.500,2.30,0.118,00.27,24.28, 0, 0,  337,.  ,   ,10306,13928,1468,159836,29,1887.4,0.539,0.322
1395.588,2.20,0.500,2.20,0.115,00.25,24.28, 0, 0,  338,.  ,   ,10286,14174,1472,146516,30,1819.5,0.535,0.326
1399.695,2.10,0.500,2.10,0.112,00.23,24.28, 0, 0,  339,.  ,   ,9712,13418,1412,127842,28,1811.2,0.533,0.326
1403.807,2.00,0.500,2.01,0.109,00.21,24.28, 0, 0,  340,.  ,   ,9440,13152,1362,115042,28,1789.6,0.532,0.328
1407.922,1.90,0.500,1.91,0.106,00.20,24.28, 0, 0,  341,.  ,   ,9186,12888,1330,102488,27,1773.6,0.531,0.329
1412.026,1.80,0.500,1.80,0.103,00.18,24.28, 0, 0,  342,.  ,   ,9006,12712,1284,93304,27,1762.5,0.531,0.331
1416.137,1.70,0.500,1.70,0.100,00.17,24.28, 0, 0,  343,.  ,   ,8884,12620,1264,84688,27,1751.9,0.530,0.333
1420.248,1.60,0.500,1.60,0.097,00.15,24.28, 0, 0,  344,.  ,   ,8812,12540,1262,78046,26,1748.9,0.529,0.333
1424.361,1.50,0.500,1.50,0.094,00.14,24.28, 0, 0,  345,.  ,   ,8746,12526,1230,72574,26,1741.0,0.529,0.335
1428.467,1.40,0.500,1.40,0.091,00.12,24.28, 0, 0,  346,.  ,   ,8728,12554,1236,69200,26,1736.0,0.528,0.336
1432.581,1.30,0.500,1.30,0.088,00.11,24.28, 0, 0,  347,.  ,   ,8780,12640,1236,66510,27,1735.2,0.528,0.336
1436.695,1.20,0.500,1.19,0.085,00.10,24.28, 0, 0,  348,.  ,   ,8826,12794,1224,65056,27,1730.9,0.528,0.338
1440.803,1.10,0.500,1.11,0.081,00.08,24.28, 0, 0,  349,.  ,   ,8676,12492,1190,62164,26,1735.7,0.530,0.338
1444.910,1.00,0.500,1.00,0.078,00.07,24.28, 0, 0,  350,.  ,   ,8656,12500,1192,60478,26,1732.8,0.529,0.338
1449.018,0.90,0.500,0.90,0.074,00.06,24.28, 0, 0,  351,.  ,   ,8678,12560,1180,60110,27,1731.2,0.530,0.339
1453.134,0.80,0.500,0.81,0.071,00.05,24.28, 0, 0,  352,.  ,   ,8670,12536,1182,59862,26,1731.9,0.530,0.339
1457.236,0.70,0.500,0.71,0.066,00.04,24.28, 0, 0,  353,.  ,   ,8704,12550,1174,59886,27,1732.0,0.530,0.339
1461.350,0.60,0.500,0.59,0.062,00.03,24.28, 0, 0,  354,.  ,   ,8726,12556,1182,59888,26,1736.7,0.531,0.338
1465.456,0.50,0.500,0.50,0.059,00.02,24.28, 0, 0,  355,.  ,   ,8716,12592,1186,59842,27,1732.7,0.530,0.339
1469.570,0.40,0.500,0.40,0.052,00.02,24.28, 0, 0,  356,.  ,   ,8750,12668,1198,60096,27,1730.8,0.529,0.339
1473.681,0.30,0.500,0.29,0.045,00.01,24.28, 0, 0,  357,.  ,   ,8684,12570,1180,59748,27,1731.1,0.530,0.339
1477.789,0.20,0.500,0.20,0.036,00.00,24.28, 0, 0,  358,.  ,   ,8702,12566,1190,59600,26,1734.5,0.530,0.338
1481.895,0.10,0.500,0.10,0.019,00.00,24.28, 0, 0,  359,.  ,   ,8654,12460,1186,59252,26,1735.8,0.530,0.338
1486.005,0.15,0.500,0.15,0.031,00.00,24.28, 0, 0,  360,.  ,   ,8638,12466,1156,58980,26,1734.1,0.531,0.339
