Time[s],USET[V],ISET[A],UOUT[V],IOUT[A],POUT[W],UIN[V],PROT,CVCC,calls,res,cmt,R,G,B,W,Lux,K,CIEx,CIEy
241.995,9.00,0.500,9.00,0.250,02.25,24.27, 0, 0,   57,.  ,   ,806764,1013292,57898,12572608,2178,2346.6,0.593,0.330
246.104,8.75,0.500,8.75,0.246,02.15,24.27, 0, 0,   58,.  ,   ,725280,908508,51140,11503488,1953,2368.4,0.594,0.329
250.213,8.50,0.500,8.50,0.242,02.05,24.27, 0, 0,   59,.  ,   ,649276,810216,44850,10483520,1741,2399.9,0.596,0.329
254.328,8.25,0.500,8.25,0.238,01.96,24.27, 0, 0,   60,.  ,   ,579508,719532,39448,9541696,1546,2443.0,0.598,0.328
258.440,8.00,0.500,8.01,0.234,01.87,24.27, 0, 0,   61,.  ,   ,514784,634260,34208,8638464,1363,2512.3,0.600,0.327
262.548,7.75,0.500,7.74,0.230,01.78,24.27, 0, 0,   62,.  ,   ,452140,552416,29524,7756064,1187,2592.2,0.603,0.326
266.659,7.50,0.500,7.50,0.226,01.69,24.27, 0, 0,   63,.  ,   ,394154,483004,25642,6968960,1038,2563.1,0.602,0.326
270.768,7.25,0.500,7.25,0.222,01.60,24.27, 0, 0,   64,.  ,   ,345534,416494,22064,6230720,895,2731.1,0.606,0.323
274.874,7.00,0.500,7.00,0.217,01.51,24.27, 0, 0,   65,.  ,   ,300010,360410,18814,5550656,774,2766.8,0.608,0.323
278.991,6.75,0.500,6.75,0.213,01.43,24.28, 0, 0,   66,.  ,   ,259176,309292,15994,4915296,664,2840.8,0.610,0.322
283.093,6.50,0.500,6.51,0.209,01.36,24.27, 0, 0,   67,.  ,   ,224700,266254,13400,4356960,572,2922.0,0.612,0.321
287.212,6.25,0.500,6.27,0.204,01.27,24.28, 0, 0,   68,.  ,   ,190944,225262,11358,3819808,484,2975.4,0.613,0.320
291.313,6.00,0.500,6.02,0.199,01.19,24.28, 0, 0,   69,.  ,   ,161790,189266,9382,3320016,406,3079.9,0.616,0.319
295.422,5.75,0.500,5.75,0.195,01.12,24.28, 0, 0,   70,.  ,   ,133932,156276,8002,2853536,335,3116.0,0.615,0.318
299.542,5.50,0.500,5.50,0.190,01.04,24.28, 0, 0,   71,.  ,   ,111578,128550,6638,2444640,276,3289.5,0.618,0.315
303.650,5.25,0.500,5.25,0.185,00.97,24.28, 0, 0,   72,.  ,   ,91894,105568,5582,2083440,226,3333.2,0.618,0.314
307.761,5.00,0.500,5.00,0.180,00.90,24.28, 0, 0,   73,.  ,   ,75176,85784,4842,1757192,184,3440.6,0.617,0.311
311.865,4.75,0.500,4.76,0.175,00.83,24.28, 0, 0,   74,.  ,   ,61030,69650,4144,1468008,149,3446.7,0.614,0.310
315.979,4.50,0.500,4.51,0.170,00.76,24.28, 0, 0,   75,.  ,   ,48862,55874,3648,1213840,120,3431.6,0.609,0.308
320.088,4.25,0.500,4.26,0.165,00.70,24.28, 0, 0,   76,.  ,   ,39060,44398,3230,989944,95,3545.7,0.605,0.304
324.193,4.00,0.500,4.01,0.159,00.63,24.28, 0, 0,   77,.  ,   ,30824,35384,2880,797356,76,3414.1,0.596,0.303
328.306,3.75,0.500,3.75,0.153,00.57,24.28, 0, 0,   78,.  ,   ,23896,27742,2564,626312,59,3269.4,0.585,0.301
332.419,3.50,0.500,3.50,0.148,00.51,24.28, 0, 0,   79,.  ,   ,18736,22248,2356,494564,47,2974.6,0.570,0.299
336.525,3.25,0.500,3.26,0.142,00.46,24.28, 0, 0,   80,.  ,   ,14800,18170,2152,378648,39,2581.4,0.553,0.300
340.637,3.00,0.500,3.01,0.135,00.40,24.28, 0, 0,   81,.  ,   ,11870,15134,1890,288408,32,2225.1,0.539,0.304
344.752,2.75,0.500,2.76,0.129,00.35,24.28, 0, 0,   82,.  ,   ,9640,12966,1706,216284,27,1893.4,0.522,0.310
348.854,2.50,0.500,2.51,0.123,00.30,24.28, 0, 0,   83,.  ,   ,8150,11544,1576,161252,24,1743.2,0.505,0.317
352.967,2.25,0.500,2.26,0.116,00.26,24.28, 0, 0,   84,.  ,   ,7188,10576,1442,121220,22,1723.0,0.496,0.323
357.075,2.00,0.500,2.01,0.109,00.21,24.28, 0, 0,   85,.  ,   ,6592,10070,1354,91726,21,1761.2,0.488,0.330
361.192,1.75,0.500,1.74,0.102,00.17,24.28, 0, 0,   86,.  ,   ,6230,9758,1274,73900,20,1809.5,0.484,0.336
365.296,1.50,0.500,1.50,0.094,00.14,24.28, 0, 0,   87,.  ,   ,6060,9642,1230,60302,20,1846.9,0.482,0.340
369.410,1.25,0.500,1.25,0.086,00.10,24.28, 0, 0,   88,.  ,   ,5986,9584,1212,54148,20,1863.3,0.482,0.341
373.520,1.00,0.500,1.00,0.077,00.07,24.28, 0, 0,   89,.  ,   ,5952,9548,1176,51358,20,1863.9,0.483,0.343
377.631,0.75,0.500,0.75,0.068,00.05,24.28, 0, 0,   90,.  ,   ,5920,9546,1168,50490,20,1878.1,0.483,0.344
381.736,0.50,0.500,0.50,0.056,00.02,24.28, 0, 0,   91,.  ,   ,5926,9566,1162,50296,20,1880.0,0.483,0.345
385.855,0.25,0.500,0.25,0.038,00.00,24.28, 0, 0,   92,.  ,   ,5962,9538,1158,50222,20,1853.4,0.485,0.343
390.879,0.50,0.500,0.50,0.062,00.03,24.28, 0, 0,   93,.  ,   ,5932,9534,1168,50158,20,1868.5,0.483,0.344
395.905,0.75,0.500,0.76,0.069,00.05,24.28, 0, 0,   94,.  ,   ,5920,9494,1162,50216,20,1861.9,0.484,0.343
400.928,1.00,0.500,1.00,0.078,00.07,24.28, 0, 0,   95,.  ,   ,5950,9530,1178,50846,20,1860.0,0.483,0.343
405.947,1.25,0.500,1.25,0.086,00.10,24.28, 0, 0,   96,.  ,   ,5954,9548,1182,53658,20,1863.9,0.483,0.343
410.979,1.50,0.500,1.50,0.094,00.14,24.28, 0, 0,   97,.  ,   ,6058,9610,1230,60316,20,1839.2,0.483,0.339
416.003,1.75,0.500,1.74,0.102,00.17,24.28, 0, 0,   98,.  ,   ,6244,9734,1286,72110,20,1800.1,0.484,0.334
421.028,2.00,0.500,2.01,0.109,00.21,24.28, 0, 0,   99,.  ,   ,6596,10024,1344,93000,21,1752.5,0.490,0.329
426.050,2.25,0.500,2.26,0.116,00.26,24.28, 0, 0,  100,.  ,   ,7228,10588,1454,122760,22,1722.1,0.497,0.322
431.078,2.50,0.500,2.51,0.123,00.30,24.28, 0, 0,  101,.  ,   ,8272,11504,1562,163154,24,1778.6,0.511,0.314
436.107,2.75,0.500,2.75,0.129,00.35,24.28, 0, 0,  102,.  ,   ,9772,12988,1712,219046,27,1949.8,0.524,0.308
441.133,3.00,0.500,3.00,0.135,00.40,24.28, 0, 0,  103,.  ,   ,12012,15210,1864,291276,32,2282.3,0.543,0.304
446.149,3.25,0.500,3.25,0.142,00.46,24.28, 0, 0,  104,.  ,   ,15048,18398,2126,382186,39,2625.5,0.556,0.301
451.178,3.50,0.500,3.50,0.148,00.51,24.28, 0, 0,  105,.  ,   ,19072,22542,2336,492830,48,3034.2,0.573,0.300
456.203,3.75,0.500,3.75,0.153,00.57,24.28, 0, 0,  106,.  ,   ,24294,28224,2578,628234,60,3256.4,0.586,0.301
461.234,4.00,0.500,4.01,0.159,00.63,24.28, 0, 0,  107,.  ,   ,31274,35816,2898,801632,77,3449.6,0.597,0.302
466.255,4.25,0.500,4.26,0.165,00.70,24.28, 0, 0,  108,.  ,   ,39510,45020,3300,992964,96,3508.2,0.604,0.304
471.279,4.50,0.500,4.51,0.170,00.76,24.28, 0, 0,  109,.  ,   ,49478,56428,3614,1212484,121,3469.0,0.611,0.308
476.311,4.75,0.500,4.76,0.175,00.83,24.28, 0, 0,  110,.  ,   ,61728,70368,4234,1459444,151,3465.4,0.614,0.310
481.326,5.00,0.500,5.01,0.180,00.90,24.28, 0, 0,  111,.  ,   ,75874,86444,4748,1750904,185,3460.5,0.618,0.311
486.356,5.25,0.500,5.25,0.185,00.97,24.28, 0, 0,  112,.  ,   ,92508,106414,5626,2076488,228,3314.3,0.617,0.314
491.377,5.50,0.500,5.50,0.190,01.04,24.28, 0, 0,  113,.  ,   ,112238,129400,6624,2430304,278,3265.6,0.619,0.316
496.410,5.75,0.500,5.75,0.195,01.12,24.28, 0, 0,  114,.  ,   ,134652,156788,7742,2824600,337,3140.2,0.617,0.318
501.431,6.00,0.500,6.01,0.200,01.20,24.28, 0, 0,  115,.  ,   ,162122,190008,9282,3294304,408,3054.9,0.616,0.320
506.455,6.25,0.500,6.26,0.205,01.28,24.27, 0, 0,  116,.  ,   ,191702,226140,11190,3783808,486,2974.9,0.614,0.321
511.485,6.50,0.500,6.51,0.209,01.36,24.27, 0, 0,  117,.  ,   ,224774,267066,13230,4322464,574,2889.0,0.612,0.322
516.505,6.75,0.500,6.75,0.213,01.43,24.27, 0, 0,  118,.  ,   ,259556,310476,15666,4863216,667,2812.7,0.610,0.323
521.531,7.00,0.500,6.99,0.217,01.51,24.27, 0, 0,  119,.  ,   ,300516,360684,18694,5483808,775,2776.6,0.608,0.323
526.564,7.25,0.500,7.25,0.222,01.60,24.28, 0, 0,  120,.  ,   ,345080,417844,22060,6156656,898,2682.7,0.605,0.324
531.587,7.50,0.500,7.50,0.226,01.69,24.27, 0, 0,  121,.  ,   ,394018,484448,25450,6900128,1041,2531.2,0.602,0.327
536.613,7.75,0.500,7.74,0.230,01.78,24.27, 0, 0,  122,.  ,   ,450924,553208,29236,7680544,1189,2552.0,0.602,0.327
541.632,8.00,0.500,8.01,0.235,01.88,24.27, 0, 0,  123,.  ,   ,513644,634564,33700,8562400,1364,2487.2,0.600,0.328
546.660,8.25,0.500,8.25,0.239,01.97,24.27, 0, 0,  124,.  ,   ,578092,719100,38698,9446592,1546,2426.7,0.598,0.329
551.684,8.50,0.500,8.50,0.243,02.06,24.27, 0, 0,  125,.  ,   ,647180,809652,44402,10374880,1740,2378.6,0.596,0.330
556.713,8.75,0.500,8.75,0.247,02.16,24.27, 0, 0,  126,.  ,   ,724056,907204,50478,11378784,1950,2366.2,0.595,0.330
561.735,9.00,0.500,9.00,0.250,02.25,24.27, 0, 0,  127,.  ,   ,804160,1011772,57196,12431040,2175,2332.7,0.593,0.330
566.761,9.25,0.500,9.25,0.255,02.35,24.27, 0, 0,  128,.  ,   ,889316,1122832,65092,13568512,2414,2305.3,0.591,0.330
571.783,9.50,0.500,9.50,0.258,02.45,24.27, 0, 0,  129,.  ,   ,979912,1244192,73806,14757440,2675,2262.6,0.589,0.331
576.814,9.75,0.500,9.74,0.262,02.55,24.27, 0, 0,  130,.  ,   ,1076352,1374496,83244,16009152,2955,2221.0,0.586,0.331
581.838,10.00,0.500,10.01,0.266,02.66,24.27, 0, 0,  131,.  ,   ,1184036,1537520,94562,17402368,3305,2110.4,0.581,0.334
586.867,10.25,0.500,10.26,0.269,02.75,24.27, 0, 0,  132,.  ,   ,1292188,1690768,105798,18769344,3635,2065.2,0.579,0.335
591.892,10.50,0.500,10.50,0.273,02.86,24.26, 0, 0,  133,.  ,   ,1425648,1853528,118360,20226432,3985,2102.3,0.579,0.333
596.917,10.75,0.500,10.76,0.276,02.96,24.26, 0, 0,  134,.  ,   ,1552240,2024536,134176,21751616,4352,2082.5,0.577,0.333
601.939,11.00,0.500,11.00,0.280,03.08,24.26, 0, 0,  135,.  ,   ,1684984,2202400,149020,23330432,4735,2069.5,0.575,0.332
606.971,11.25,0.500,11.25,0.284,03.19,24.26, 0, 0,  136,.  ,   ,1827128,2393136,164464,24996544,5145,2057.3,0.574,0.332
611.991,11.50,0.500,11.50,0.287,03.30,24.26, 0, 0,  137,.  ,   ,1970560,2596000,181428,26804864,5581,2024.8,0.571,0.333
617.021,11.75,0.500,11.75,0.291,03.41,24.26, 0, 0,  138,.  ,   ,2123016,2803400,199104,28594944,6027,2012.0,0.570,0.333
622.044,12.00,0.500,12.01,0.294,03.53,24.26, 0, 0,  139,.  ,   ,2287632,3042200,219012,30581632,6540,1975.9,0.567,0.334
627.069,11.75,0.500,11.75,0.290,03.40,24.26, 0, 0,  140,.  ,   ,2122568,2806424,199636,28631296,6033,2005.2,0.569,0.333
632.091,11.50,0.500,11.50,0.287,03.30,24.26, 0, 0,  141,.  ,   ,1972840,2597400,181952,26874752,5584,2028.1,0.571,0.333
637.125,11.25,0.500,11.26,0.283,03.18,24.26, 0, 0,  142,.  ,   ,1829216,2396744,165056,25179648,5152,2055.1,0.573,0.332
642.149,11.00,0.500,11.01,0.280,03.08,24.26, 0, 0,  143,.  ,   ,1690584,2207360,149420,23536128,4745,2075.7,0.575,0.332
647.172,10.75,0.500,10.75,0.276,02.96,24.26, 0, 0,  144,.  ,   ,1558376,2028224,135252,21956224,4360,2095.1,0.577,0.332
652.203,10.50,0.500,10.51,0.273,02.86,24.27, 0, 0,  145,.  ,   ,1429632,1858168,119156,20442240,3995,2104.0,0.579,0.333
657.219,10.25,0.500,10.26,0.269,02.75,24.27, 0, 0,  146,.  ,   ,1312000,1695768,106770,18992896,3645,2139.1,0.581,0.332
662.247,10.00,0.500,10.01,0.265,02.65,24.26, 0, 0,  147,.  ,   ,1201312,1544160,95276,17626240,3319,2175.6,0.584,0.332
667.280,9.75,0.500,9.75,0.262,02.55,24.27, 0, 0,  148,.  ,   ,1090352,1392568,84202,16209216,2994,2220.0,0.586,0.331
672.301,9.50,0.500,9.49,0.258,02.44,24.27, 0, 0,  149,.  ,   ,986400,1259616,74594,14953472,2708,2221.2,0.587,0.332
677.321,9.25,0.500,9.25,0.254,02.34,24.27, 0, 0,  150,.  ,   ,895580,1135504,65978,13758272,2441,2273.3,0.590,0.331
682.354,9.00,0.500,9.00,0.250,02.25,24.27, 0, 0,  151,.  ,   ,808876,1016300,58088,12626560,2185,2343.8,0.593,0.330
687.374,8.75,0.500,8.75,0.246,02.15,24.27, 0, 0,  152,.  ,   ,727536,910460,51238,11552320,1957,2376.3,0.595,0.329
692.399,8.50,0.500,8.50,0.242,02.05,24.27, 0, 0,  153,.  ,   ,650964,811984,44922,10533312,1745,2403.4,0.596,0.329
697.429,8.25,0.500,8.25,0.239,01.97,24.27, 0, 0,  154,.  ,   ,580900,720500,39548,9583296,1549,2452.4,0.598,0.328
702.453,8.00,0.500,8.01,0.234,01.87,24.27, 0, 0,  155,.  ,   ,516224,635080,34208,8672000,1365,2526.2,0.601,0.327
707.480,7.75,0.500,7.74,0.229,01.77,24.27, 0, 0,  156,.  ,   ,453148,553812,29442,7780480,1190,2589.1,0.603,0.326
712.507,7.50,0.500,7.50,0.225,01.68,24.27, 0, 0,  157,.  ,   ,394758,484080,25536,6992736,1040,2556.3,0.602,0.327
717.534,7.25,0.500,7.25,0.222,01.60,24.28, 0, 0,  158,.  ,   ,346376,417288,22126,6254080,897,2736.8,0.606,0.323
722.559,7.00,0.500,7.00,0.217,01.51,24.27, 0, 0,  159,.  ,   ,300720,360798,18832,5567456,775,2781.0,0.608,0.323
727.581,6.75,0.500,6.75,0.212,01.43,24.28, 0, 0,  160,.  ,   ,259440,309414,15848,4927872,665,2847.4,0.610,0.322
732.603,6.50,0.500,6.51,0.209,01.36,24.27, 0, 0,  161,.  ,   ,224924,266404,13414,4365824,572,2927.2,0.613,0.321
737.636,6.25,0.500,6.26,0.205,01.28,24.28, 0, 0,  162,.  ,   ,191174,225438,11112,3827648,484,2978.9,0.614,0.321
742.656,6.00,0.500,6.01,0.199,01.19,24.27, 0, 0,  163,.  ,   ,161692,188780,9438,3327952,405,3106.1,0.616,0.318
747.678,5.75,0.500,5.75,0.195,01.12,24.28, 0, 0,  164,.  ,   ,133698,155830,7808,2857408,335,3128.6,0.617,0.318
752.713,5.50,0.500,5.50,0.190,01.04,24.28, 0, 0,  165,.  ,   ,111370,128448,6500,2451296,276,3272.2,0.619,0.316
757.736,5.25,0.500,5.25,0.185,00.97,24.28, 0, 0,  166,.  ,   ,91762,105274,5436,2090096,226,3349.8,0.619,0.314
762.755,5.00,0.500,5.01,0.180,00.90,24.28, 0, 0,  167,.  ,   ,75230,85726,4708,1759904,184,3457.7,0.618,0.312
767.782,4.75,0.500,4.76,0.175,00.83,24.28, 0, 0,  168,.  ,   ,61030,69298,4070,1468288,148,3522.3,0.616,0.309
772.809,4.50,0.500,4.51,0.170,00.76,24.28, 0, 0,  169,.  ,   ,48774,55480,3598,1213344,119,3511.7,0.611,0.307
777.835,4.25,0.500,4.26,0.165,00.70,24.28, 0, 0,  170,.  ,   ,38778,44142,3208,991748,94,3522.2,0.605,0.304
782.857,4.00,0.500,4.01,0.159,00.63,24.28, 0, 0,  171,.  ,   ,30632,35054,2894,798812,75,3466.1,0.596,0.302
787.887,3.75,0.500,3.75,0.153,00.57,24.28, 0, 0,  172,.  ,   ,23736,27510,2568,626076,59,3296.8,0.585,0.300
792.906,3.50,0.500,3.50,0.147,00.51,24.28, 0, 0,  173,.  ,   ,18606,22064,2268,488830,47,2980.8,0.572,0.301
797.940,3.25,0.500,3.25,0.142,00.46,24.28, 0, 0,  174,.  ,   ,14736,18032,2068,378708,38,2615.3,0.557,0.301
802.958,3.00,0.500,3.00,0.135,00.40,24.28, 0, 0,  175,.  ,   ,11770,15012,1886,288380,32,2222.1,0.539,0.304
807.988,2.75,0.500,2.76,0.129,00.35,24.28, 0, 0,  176,.  ,   ,9636,12894,1728,216060,27,1915.4,0.521,0.309
813.012,2.50,0.500,2.51,0.123,00.30,24.28, 0, 0,  177,.  ,   ,8178,11524,1598,160794,24,1750.5,0.505,0.315
818.039,2.25,0.500,2.26,0.116,00.26,24.28, 0, 0,  178,.  ,   ,7216,10670,1488,120540,22,1725.7,0.493,0.322
823.068,2.00,0.500,2.01,0.109,00.21,24.28, 0, 0,  179,.  ,   ,6616,10148,1390,91666,21,1770.4,0.485,0.329
828.094,1.75,0.500,1.75,0.101,00.17,24.28, 0, 0,  180,.  ,   ,6308,9896,1304,71868,21,1814.9,0.483,0.335
833.112,1.50,0.500,1.50,0.094,00.14,24.28, 0, 0,  181,.  ,   ,6154,9830,1274,60588,21,1861.3,0.480,0.339
838.144,1.25,0.500,1.25,0.086,00.10,24.28, 0, 0,  182,.  ,   ,6132,9830,1234,54450,21,1865.6,0.482,0.342
843.166,1.00,0.500,1.00,0.077,00.07,24.28, 0, 0,  183,.  ,   ,6120,9854,1222,51838,21,1876.4,0.482,0.343
848.190,0.75,0.500,0.76,0.069,00.05,24.28, 0, 0,  184,.  ,   ,6136,9908,1224,51340,21,1884.4,0.481,0.344
853.219,0.50,0.500,0.50,0.058,00.02,24.28, 0, 0,  185,.  ,   ,6150,9962,1232,51508,21,1894.6,0.481,0.344
858.243,0.25,0.500,0.25,0.040,00.01,24.28, 0, 0,  186,.  ,   ,6218,10016,1220,51854,21,1874.0,0.483,0.344
